ChargeType,ChargeLevel,EffectiveDate,InactiveDate,ShortDescription,Statute,LongDescription,ChargeCode
M,C,20200828,99991231,OPERATING AIRCRAFT WITH EXCESSIVE BAC,577016,OPERATING AIRCRAFT WITH EXCESSIVE BAC,577.016-002Y202054
I,,20200828,99991231,CONSUMPTION OF ALCOHOLIC BEVERAGE WHILE DRIVING,577017,CONSUMPTION OF ALCOHOLIC BEVERAGE WHILE DRIVING,577.017-001N202054
M,B,20200828,99991231,UNLAWFUL USE OF WATER SKIS AND SURFBOARDS - RECKLESS OR NEGLIGENT MANNER,577024,UNLAWFUL USE OF WATER SKIS AND SURFBOARDS - RECKLESS OR NEGLIGENT MANNER,577.024-001N202073
M,B,20200828,99991231,UNLAWFUL USE OF WATER SKIS/SURFBOARDS - WHILE INTOXICATED OR UNDER THE INFLUENCE,577024,UNLAWFUL USE OF WATER SKIS AND SURFBOARDS - WHILE INTOXICATED OR UNDER THE INFLUENCE,577.024-002N202073
F,E,20200828,99991231,NEGLIGENT OPERATION OF A VESSEL - 3RD OR SUBSEQUENT OFFENSE,577025,NEGLIGENT OPERATION OF A VESSEL - 3RD OR SUBSEQUENT OFFENSE,577.025-001Y202073
M,A,20200828,99991231,NEGLIGENT OPERATION OF A VESSEL - 2ND OFFENSE,577025,NEGLIGENT OPERATION OF A VESSEL - 2ND OFFENSE,577.025-002Y202073
M,B,20200828,99991231,NEGLIGENT OPERATION OF A VESSEL - 1ST OFFENSE,577025,NEGLIGENT OPERATION OF A VESSEL - 1ST OFFENSE,577.025-003Y202073
F,E,20200828,99991231,LEAVING SCENE OF ACCIDENT - PHYSICAL INJURY,577060,LEAVING SCENE OF ACCIDENT - PHYSICAL INJURY,577.060-001Y202054
F,E,20200828,99991231,"LEAVING SCENE OF ACCIDENT - PROPERTY DAMAGE EXCEEDING $1,000",577060,"LEAVING SCENE OF ACCIDENT - PROPERTY DAMAGE EXCEEDING $1,000",577.060-002Y202054
F,E,20200828,99991231,LEAVING SCENE OF ACCIDENT - 2ND OFFENSE,577060,LEAVING SCENE OF ACCIDENT - 2ND OFFENSE,577.060-003Y202054
M,A,20200828,99991231,LEAVING SCENE OF ACCIDENT,577060,LEAVING SCENE OF ACCIDENT,577.060-005Y202054
F,D,20200828,99991231,LEAVING SCENE OF ACCIDENT - ACCIDENT RESULTING IN DEATH,577060,LEAVING SCENE OF ACCIDENT - ACCIDENT RESULTING IN DEATH,577.060-006Y202054
F,E,20200828,99991231,FAILURE TO REPORT A SHOOTING - PRIOR OFFENSE,577068,FAILURE TO REPORT A SHOOTING - PRIOR OFFENSE,577.068-001Y202048
M,A,20200828,99991231,FAILURE TO REPORT A SHOOTING - 1ST OFFENSE,577068,FAILURE TO REPORT A SHOOTING - 1ST OFFENSE,577.068-002Y202048
M,A,20200828,99991231,LITTERING - PHYSICAL INJURY OR PROPERTY DAMAGE,577070,LITTERING - PHYSICAL INJURY OR PROPERTY DAMAGE,577.070-001Y202055
M,A,20200828,99991231,LITTERING - PRIOR OFFENSE,577070,LITTERING - PRIOR OFFENSE,577.070-002Y202055
M,C,20200828,99991231,LITTERING - 1ST OFFENSE,577070,LITTERING - 1ST OFFENSE,577.070-003Y202055
M,A,20200828,99991231,DAMAGING STATE PARK PROPERTY - PHYSICAL INJURY OR PROPERTY DAMAGE,577073,DAMAGING STATE PARK PROPERTY - PHYSICAL INJURY OR PROPERTY DAMAGE,577.073-001Y202029
M,A,20200828,99991231,DAMAGING STATE PARK PROPERTY - PRIOR OFFENSE,577073,DAMAGING STATE PARK PROPERTY - PRIOR OFFENSE,577.073-002Y202029
M,C,20200828,99991231,DAMAGING STATE PARK PROPERTY - 1ST OFFENSE,577073,DAMAGING STATE PARK PROPERTY - 1ST OFFENSE,577.073-003Y202029
F,A,20200828,99991231,REL/ESC ANHYDR AMMON-DEATH/INJURY,577075,"ANY PERSON NOT OWNER/NOT IN LAWFUL CONTROL OF APPROVED CONTAINER, ALLOW RELEASE/ESCAPE OF ANHYDROUS AMMONIA-DEATH/SERIOUS INJURY",577.075-001Y202055
F,B,20200828,99991231,ALLOW REL/ESC ANHYDROUS AMMONIA,577075,"ANY PERSON NOT OWNER/NOT IN LAWFUL CONTROL OF APPROVED CONTAINER, ALLOW RELEASE/ESCAPE OF ANHYDROUS AMMONIA",577.075-002Y202055
M,C,20200828,99991231,LITTER W/CARCASS-PUT IN WELL/SPRING/POND ETC OR NUISNCE IN/NEAR OTHERS RD/HWY,577076,"LITTERING W/CARCASS-PUT INTO ANY WELL, SPRING, POND ETC OR ANY NUISANCE IN OR NEAR PUBLIC RD, HWY, ETC NOT ONES OWN",577.076-001N202055
F,B,20200828,99991231,CRIMINAL WATER CONTAMINATION W/INTENT TO CAUSE DEATH OR SERIOUS PHYSICAL INJURY,577078,CRIMINAL WATER CONTAMINATION WITH THE INTENT OF CAUSING DEATH OR SERIOUS PHYSICAL INJURY,577.078-001Y202055
M,A,20200828,99991231,ABANDON VEHICLE OR TRAILER,577080,ABANDON VEHICLE OR TRAILER,577.080-001N202054
M,B,20200828,99991231,ABANDONMENT OF AN AIRTIGHT OR SEMIAIRTIGHT ICEBOX,577100,ABANDONMENT OF AN AIRTIGHT OR SEMIAIRTIGHT ICEBOX,577.100-001N202055
M,A,20200828,99991231,TAMPERING WITH WATER SUPPLY,577150,TAMPERING WITH WATER SUPPLY,577.150-001Y202073
M,A,20200828,99991231,CONSTRUCTION OR USE OF A WASTE DISPOSAL WELL,577155,CONSTRUCTION OR USE OF A WASTE DISPOSAL WELL,577.155-001Y202073
M,C,20200828,99991231,PROHIBITING USE OF A LIFE JACKET,577161,PROHIBITING USE OF A LIFE JACKET,577.161-001N202073
I,,19930828,99991231,REF CHEMICAL TEST-AIRCRAFT,577217,REFUSAL TO SUBMIT TO A CHEMICAL TEST - AIRCRAFT,577.217-001N199354
F,C,20200828,99991231,LEAVING A CHILD UNATTENDED IN A MOTOR VEHICLE - 1ST DEGREE,577300,LEAVING A CHILD UNATTENDED IN A MOTOR VEHICLE - 1ST DEGREE,577.300-001Y202055
M,A,20200828,99991231,LEAVING A CHILD UNATTENDED IN A MOTOR VEHICLE - 2ND DEGREE,577300,LEAVING A CHILD UNATTENDED IN A MOTOR VEHICLE - 2ND DEGREE,577.300-002Y202055
M,A,20200828,99991231,FAILURE TO COMPLY WITH IGNITION INTERLOCK DEVICE REQUIREMENTS,577599,FAILURE TO COMPLY WITH IGNITION INTERLOCK DEVICE REQUIREMENTS,577.599-001Y202054
M,A,20151231,99991231,KNO RENT MTR VEH W/O INTERLOCK,577600,"KNOWINGLY RENTED, LEASED OR LENT MOTOR VEHICLE WITHOUT FUNCTIONING IGNITION INTERLOCK DEVICE TO INDIVIDUAL WITH RESTRICTED DRIVING PRIVILEGES",577.600-001Y201554
M,A,20200828,99991231,FAILURE TO NOTIFY ANOTHER OF IGNITION INTERLOCK DEVICE REQUIREMENTS,577605,FAILURE TO NOTIFY ANOTHER OF IGNITION INTERLOCK DEVICE REQUIREMENTS,577.605-001Y202054
M,A,20200828,99991231,TAMP/CIRCUM IGNITION INTERLOCK,577612,TAMPER OR CIRCUMVENT OPERATION OF IGNITION INTERLOCK DEVICE,577.612-001Y202054
F,D,20200828,99991231,TRANSPORTATION OF AN ILLEGAL ALIEN,577675,TRANSPORTATION OF AN ILLEGAL ALIEN,577.675-001Y202003
F,C,20200828,99991231,ILLEGAL REENTRY,577685,ILLEGAL REENTRY,577.685-001Y202003
F,A,20200828,99991231,ASSAULT WITH INTENT TO COMMIT BUS HIJACKING WITH A WEAPON,577703,ASSAULT WITH INTENT TO COMMIT BUS HIJACKING WITH A WEAPON,577.703-001Y202013
F,B,20200828,99991231,BUS HIJACKING,577703,BUS HIJACKING,577.703-002Y202024
F,D,20200828,99991231,POSSESSION AND CONCEALMENT OF A DANGEROUS OR DEADLY WEAPON ON A BUS,577703,POSSESSION AND CONCEALMENT OF A DANGEROUS OR DEADLY WEAPON ON A BUS,577.703-003Y202052
F,C,20200828,99991231,ASSAULT WITH INTENT TO COMMIT BUS HIJACKING,577703,ASSAULT WITH INTENT TO COMMIT BUS HIJACKING,577.703-004Y202013
F,A,20200828,99991231,PLANTING BOMB OR EXPLOSIVE AT OR NEAR BUS OR TERMINAL,577706,PLANTING BOMB OR EXPLOSIVE AT OR NEAR BUS OR TERMINAL,577.706-001Y202052
F,B,20200828,99991231,"DISCHARGING FIREARM, HURLING MISSILE AT, INTO, OR UPON BUS",577706,"DISCHARGING FIREARM, HURLING MISSILE AT, INTO, OR UPON BUS",577.706-002Y202052
F,D,20200828,99991231,THREATENING TO PLACE BOMB OR EXPLOSIVE AT OR NEAR BUS OR TERMINAL,577706,THREATENING TO PLACE BOMB OR EXPLOSIVE AT OR NEAR BUS OR TERMINAL,577.706-003Y202052
M,C,20200828,99991231,"BREACH PEACE, USE PROFANITY, INTOXICATION, FAILURE TO OBEY BUS DRIVER ORDER",577709,"BREACH OF PEACE, USE OF PROFANE LANGUAGE, INTOXICATION, FAILURE TO OBEY ORDER OF DRIVER ON BUS OR IN TERMINAL",577.709-001N202053
F,D,20200828,99991231,"POSSESSION OF WEAPON, EXPLOSIVE OR HAZARDOUS MATERIAL ON BUS OR IN TERMINAL",577712,"POSSESSION OF WEAPON, EXPLOSIVE OR HAZARDOUS MATERIAL ON BUS OR IN TERMINAL",577.712-001Y202052
M,C,20200828,99991231,DISORDERLY CONDUCT IN A BUS TERMINAL,577712,DISORDERLY CONDUCT IN A BUS TERMINAL,577.712-002N202053
F,E,20200828,99991231,REMOVE BAGGAGE OR CARGO FROM BUS OR TERMINAL WITHOUT OWNERS CONSENT,577718,REMOVE BAGGAGE OR CARGO FROM BUS OR TERMINAL WITHOUT OWNERS CONSENT,577.718-001Y202023
F,B,20200828,99991231,USE UNMD ARCFT-OPN FAC-WPN/ITM,577800,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY - DELIVER WEAPON/PROHIBITED ITEM,577.800-001Y202073
F,D,20200828,99991231,USE UNMD ARCFT-OPN FAC-CNT SUB,577800,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY - DELIVER CONTROLLED SUBSTANCE,577.800-002Y202035
I,,20200828,99991231,UNLWFL USE UNMD ARCFT-OPN FAC,577800,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY,577.800-003N202073
M,B,20200828,99991231,ANIMAL NEG/ABANDON,578009,ANIMAL NEGLECT OR ABANDONMENT - 2ND OFFENSE,578.009-001N202055
M,C,20200828,99991231,ANIMAL NEGLECT,578009,ANIMAL NEGLECT OR ABANDONMENT - 1ST OFFENSE,578.009-002N202055
M,C,20200828,99991231,ANIMAL TRESPAS-2D/SUBSQT CONVC,578011,ANIMAL TRESPASS 2ND OR SUBSEQUENT,578.011-001N202055
I,,20200828,99991231,ANIMAL TRESPASS,578011,ANIMAL TRESPASS,578.011-002N202055
M,A,20200828,99991231,ANIMAL ABUSE,578012,ANIMAL ABUSE,578.012-001Y202055
F,E,20200828,99991231,ANIMAL ABUSE - 2ND/SUBS OFFNSE OR TORTURE AND/OR MUTILATION WHILE ANIMAL ALIVE,578012,ANIMAL ABUSE - 2ND/SUBSEQUENT OFFENSE OR BY TORTURE AND/OR MUTILATION WHILE ANIMAL WAS ALIVE,578.012-002Y202055
M,A,20200828,99991231,FL FARM PRFS SBMT REC ABS/NGLT,578013,FAILURE OF FARM ANIMAL PROFESSIONAL TO SUBMIT VIDEOTAPE/RECORDING OF ANIMAL ABUSE OR NEGLECT,578.013-001Y202055
M,C,20200828,99991231,KEEP DANG/WLD ANIML W/O REGIST,578023,KEEPING DANGEROUS WILD ANIMAL WITHOUT REGISTRATION WITH LAW ENFORCEMENT AGENCY,578.023-001N202055
F,D,20200828,99991231,OWNER/POSSESSORS DOG BITES PERSON/DOMESTIC ANIMAL (2ND/SUB BITE) RESULT IN DEATH,578024,OWNER/POSSESSOR'S DOG BITES PERSON/DOMESTIC ANIMAL (2ND/SUBSEQUENT BITE) -RESULTS IN DEATH,578.024-001Y202055
F,E,20200828,99991231,OWNER/POSSESS DOG BITES PERSON/DOM ANIMAL (2ND/SUB BITE) EACH RESULT SERIOUS INJ,578024,OWNER/POSSESSOR'S DOG BITES PERSON/DOMESTIC ANIMAL (2ND/SUBS BITE) BITE AND PREVIOUS BITE EACH RESULT IN SERIOUS INJURY,578.024-002Y202055
M,A,20200828,99991231,DOG'S 2ND BITE-RESLT SER INJRY,578024,OWNER/POSSESSOR'S DOG BITES PERSON/DOMESTIC ANIMAL (2ND OR SUBSEQUENT BITE) - RESULTS IN SERIOUS INJURY,578.024-003Y202055
M,B,20200828,99991231,DOG BITE PERSN/ANML-2ND BITE,578024,OWNER/POSSESSOR'S DOG BITES PERSON/DOMESTIC ANIMAL (2ND OR SUBSEQUENT BITE),578.024-004N202055
F,E,20200828,99991231,DOG FIGHTING,578025,DOG FIGHTING,578.025-001Y202073
M,A,20200828,99991231,SPECTATOR AT DOG FIGHT,578026,SPECTATOR AT DOG FIGHT,578.026-001Y202073
M,A,20200828,99991231,CAUSING DOGS TO PURSUE LIVE ANIMALS PROPELLED BY DEVICE,578027,CAUSING DOGS TO PURSUE LIVE ANIMALS PROPELLED BY DEVICE,578.027-001Y202073
M,A,20200828,99991231,REMOVE ELECTRONIC DOG COLLAR,578028,REMOVE ELECTRONIC/TRANSMITTING DOG COLLAR WITHOUT OWNER'S CONSENT,578.028-001Y202073
F,E,20200828,99991231,KNOWINGLY/INTENTIONALLY RELEASING AN ANIMAL - 2ND/SUBSEQUENT OFFENSE,578029,KNOWINGLY/INTENTIONALLY RELEASING AN ANIMAL - 2ND/SUBSEQUENT OFFENSE,578.029-001Y202073
M,B,20200828,99991231,INT REL ANIMAL-1ST OFFNS,578029,KNOWINGLY/INTENTIONALLY RELEASING AN ANIMAL - 1ST OFFENSE,578.029-002N202055
F,U,20200828,99991231,COMT DANGR FELNY FOR STRT GANG,578045,COMMITTING DANGEROUS FELONY FOR BENEFIT OF STREET GANG,578.045-001Y202073
F,U,20200828,99991231,COMT FELONY FOR STREET GANG,578045,COMMITTING FELONY FOR BENEFIT OF STREET GANG,578.045-002Y202073
M,A,20170101,99991231,BULL BAITING AND COCK FIGHTING,578050,BULL BAITING AND COCK FIGHTING,578.050-001Y201755
M,A,20200828,99991231,BULL BAITING AND COCK FIGHTING,578050,BULL BAITING AND COCK FIGHTING,578.050-001Y202073
M,U,20200828,99991231,SELL PROHIBIT GOODS-SUNDAY,578100,SELLING PROHIBITED GOODS ON SUNDAY,578.100-001N202073
M,A,20200828,99991231,SELLING MOTOR VEHICLES ON SUND,578120,SELLING MOTOR VEHICLES ON SUNDAY,578.120-001N202073
M,A,20200828,99991231,"INTERF W/HNT,FSH,TRP-1ST DEG",578151,"INTERFERING WITH HUNTING, FISHING OR TRAPPING 1ST DEGREE",578.151-001N202062
M,B,20200828,99991231,INTERFERE W HUNT/FISH- 2ND DEG,578152,"INTERFERING WITH LAWFUL HUNTING, FISHING OR TRAPPING 2ND DEGREE",578.152-001N202062
M,A,20200828,99991231,FAIL OBEY ORD INTERF W/LAWFUL,578153,FAIL TO OBEY ORDER OF PEACE OFFICER TO DESIST A PERSON FROM INTERFERING WITH LAWFUL HUNTING/FISHING OR TRAPPING,578.153-001N202062
F,C,20230828,99991231,INTRFNC W/TRSPTN LVSTK-2ND/SUB,578156,INTERFERENCE WITH THE TRANSPORTATION OF LIVESTOCK - 2ND OR SUBSEQUENT OFFENSE,578.156-001Y202373
F,E,20230828,99991231,INTRFNC W/TRNSPRTN LVSTK-1STOF,578156,INTERFERENCE WITH THE TRANSPORTATION OF LIVESTOCK - 1ST OFFENSE,578.156-002Y202373
F,E,20200828,99991231,VIOLATE OR PERMIT/PROMOTE/CONDUCT/ADVERTISE/COLLECT FEE RE BAITNG/FIGHTNG ANIML,578173,VIOLATION RE BAITING/FIGHTING OF ANIMAL OR TO PERMT/PROMOTE/CONDUCT/ADVERTISE/COLLECT FEE RE BAITING/FIGHTING OF ANIMAL,578.173-001Y202073
M,A,20200828,99991231,BEAR WRESTLING,578176,BEAR WRESTLING,578.176-001Y202073
I,,20200828,99991231,MEDICAL DECEPTION,578350,MEDICAL DECEPTION,578.350-001N202055
F,D,20200828,99991231,HAZING - LIFE ENDANGERMENT,578365,HAZING - LIFE ENDANGERMENT,578.365-001Y202055
M,A,20200828,99991231,HAZING,578365,HAZING,578.365-002Y202055
F,D,20200828,99991231,SPORTS BRIBERY - 1ST DEGREE,578398,SPORTS BRIBERY - 1ST DEGREE,578.398-001Y202051
M,A,20200828,99991231,SPORTS BRIBERY - 2ND DEGREE,578399,SPORTS BRIBERY - 2ND DEGREE,578.399-001Y202051
F,B,20200828,99991231,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578405,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578.405-001Y202073
F,C,20200828,99991231,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578405,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578.405-002Y202073
F,D,20200828,99991231,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578405,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578.405-003Y202073
F,E,20200828,99991231,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578405,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578.405-004Y202073
M,A,20200828,99991231,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578405,PROHIBITED ACTS AGAINST ANIMAL RESEARCH AND PRODUCTION FACILITIES,578.405-005Y202073
F,B,20200828,99991231,PARTCP IN CRMNL STR GANG ACTVT,578423,PARTICIPATING KNOWINGLY IN CRIMINAL STREET GANG ACTIVITIES,578.423-001Y202055
F,D,20200828,99991231,KEEP OR MAINTAIN A PUBLIC NUISANCE,578430,KEEP OR MAINTAIN A PUBLIC NUISANCE,578.430-001Y202073
F,E,20200828,99991231,WILLFUL PROVIDE INCOMPLETE/FALSE INFO RE INTERNATIONAL MARRIAGE BROKER SERVICES,578475,WILLFULLY PROVIDE INCOMPLETE/FALSE INFORMATION REGARDING INTERNATIONAL MARRIAGE BROKER SERVICES,578.475-001Y202064
F,E,20200828,99991231,INTRNTL MARRIAGE BROKER FAIL TO PROVIDE NOTICE/INFO REQUIRED TO BROKER RECRUITS,578475,FAILURE OF INTERNATIONAL MARRIAGE BROKER TO PROVIDE NOTICE/INFORMATION REQUIRED TO RECRUITS OF BROKER,578.475-002Y202064
M,B,20200828,99991231,HUNT GAME ON PVT LAND W/O PRMSN,578520,FISH/HUNT/TRAP OR RETRIEVE WILDLIFE FROM PRIVATE LAND WITHOUT PERMISSION FROM OWNER/LESSEE,578.520-001N202062
M,B,20200828,99991231,FLUSH/SHOOT GAME FROM PVT LAND,578525,DRIVE/FLUSH GAME FROM PRIVATE LAND OR DISCHARGE FIREARM AT DRIVEN/FLUSHED GAME,578.525-001N202062
M,A,20200828,99991231,FAIL TO OBTAIN PROPER PERMIT FOR LARGE CARNIVORE,578614,FAIL TO OBTAIN PROPER PERMIT FOR LARGE CARNIVORE,578.614-001Y202073
F,E,20200828,99991231,INTENTIONALLY RELEASE A LARGE CARNIVORE,578614,INTENTIONALLY RELEASE A LARGE CARNIVORE,578.614-002Y202073
M,A,20200828,99991231,"VIOLATE ""LARGE CARNIVORE ACT"" PROVISIONS OF SECTIONS 578.600-.624",578614,"VIOLATE ""LARGE CARNIVORE ACT"" PROVISIONS OF SECTIONS 578.600-.624",578.614-003Y202073
M,U,20200828,99991231,NOTRY MISCNDCT-PRINCIPAL/CERTF,578700,NOTARIAL MISCONDUCT-PRESENCE OF PRINCIPAL/IDENTITY OF PRINCIPAL/FALSE CERTIFICATE,578.700-001N202026
M,U,20200828,99991231,NOTRY PROHIBITED ACT/FL TO PRF,578700,NOTARY PERFORM PROHIBITED ACT OR FAIL TO PERFORM REQUIRED ACT,578.700-002N202026
M,U,20200828,99991231,IMPERSONATE NOTARY,578700,ACT AS OR IMPERSONATE A NOTARY,578.700-003N202026
M,U,20200828,99991231,OBT/CNCL/DSTRY NOTRY SEAL/RCRD,578700,OBTAIN/CONCEAL/DEFACE/DESTROY SEAL/RECORDS OF NOTARY,578.700-004N202029
M,U,20200828,99991231,SOLCT/CRCE/INFL NOTRY MISCNDCT,578700,SOLICIT/COERCE/INFLUENCE NOTARY MISCONDUCT,578.700-005N202026
M,U,20200828,99991231,OBT/CNCL/DTRY NTRY SFTWR/HRDWR,578700,OBTAIN/CONCEAL/DEFACE/DESTROY/DAMAGE NOTARY SOFTWARE/HARDWARE/DISK/CERTIFICATE ETC,578.700-006N202029
F,D,20221208,99991231,POSSESS CONTROLLED SUBSTANCE,579015,POSSESSION OF CONTROLLED SUBSTANCE,579.015-001Y202235
M,A,20221208,99991231,POS MARJ/SYNTH CNB 11-35 GM,579015,POSSESS MARIJUANA/SYNTHETIC CANNABINOID OF 11-35 GRAMS,579.015-002Y202235
M,A,20221208,99991231,POSS MARJA/SYTH CANIB =<10 GMS,579015,POSSESS MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS - PRIOR DRUG OFFENSE,579.015-003Y202235
M,D,20221208,99991231,POSS MARJ/SYNTH CANB  =<10 GMS,579015,POSSESS MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,579.015-004Y202235
F,B,20221208,99991231,DELVR CNTRLED SUB TO MINOR,579020,DELIVERY OF CONTROLLED SUBSTANCE - MINOR TO PURCHASE OR TRANSPORT,579.020-001Y202235
F,B,20221208,99991231,DELVR CNTRLED SUB PRS <17 YOA,579020,DEL CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJ/SYNTHETIC CANNABINOID - PRSN LESS THAN 17 YOA & 2 YRS YNGR,579.020-002Y202235
F,C,20221208,99991231,DEL MARJ/SYN CANB PRS <17 YOA,579020,DELIVERY OF 35 GRAMS OR LESS OF MARIJUANA OR SYNTHETIC CANNABINOID - PERSON LESS THAN 17 YOA & 2 YRS YOUNGER,579.020-003Y202235
F,C,20221208,99991231,DEL CTL SUB - EXC MARJ/CNB,579020,DELIVER CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA OR SYNTHETIC CANNABINOID,579.020-004Y202235
F,E,20221208,99991231,DEL MARJ/CANB =<35 GM,579020,DELIVER 35 GRAMS OR LESS OF MARIJUANA OR SYNTHETIC CANNABINOID,579.020-005Y202235
F,A,20200828,99991231,DISTRIBUTION OF A CONTROLLED SUBSTANCE IN A PROTECTED LOCATION,579030,DISTRIBUTION OF A CONTROLLED SUBSTANCE IN A PROTECTED LOCATION,579.030-001Y202035
F,E,20200828,99991231,UNLAWFUL DELIVERY OF DRUG PARAPHERNALIA - FOR COMMERCIAL PURPOSE,579040,UNLAWFUL DELIVERY OF DRUG PARAPHERNALIA - FOR COMMERCIAL PURPOSE,579.040-001Y202035
M,A,20200828,99991231,UNLAWFUL DELIVERY OF DRUG PARAPHERNALIA,579040,UNLAWFUL DELIVERY OF DRUG PARAPHERNALIA,579.040-002Y202035
M,A,20230828,99991231,DIST/DEL/SALE DRUG MASK PRODCT,579041,UNLAWFUL DISTRIBUTION/DELIVERY/SALE OF A DRUG MASKING PRODUCT,579.041-001Y202355
F,E,20200828,99991231,FRAUDULENTLY ATTEMPTING TO OBTAIN CONTROLLED SUBSTANCE,579045,FRAUDULENTLY ATTEMPTING TO OBTAIN CONTROLLED SUBSTANCE,579.045-001Y202035
F,A,20200828,99991231,MANUFACTURE OF A CONTROLLED SUBSTANCE - PHYSICAL INJURY OR DEATH DURING MFG,579055,MANUFACTURE OF A CONTROLLED SUBSTANCE - PHYSICAL INJURY OR DEATH DURING MANUFACTURE,579.055-001Y202035
F,B,20200828,99991231,MANUFACTURE OF A CONTROLLED SUBSTANCE - WITHIN 2000 FT OF SCHOOL OR COLLEGE,579055,MANUFACTURE OF A CONTROLLED SUBSTANCE - WITHIN 2000 FT OF SCHOOL OR COLLEGE,579.055-002Y202035
F,C,20221208,99991231,MFT CNTL SUB EXC,579055,MANUFACTURE OF A CONTROLLED SUBSTANCE,579.055-003Y202235
F,E,20221208,99991231,MFT =<35GM MARJ/CANB,579055,MANUFACTURE 35 GRAMS OR LESS MARIJUANA/SYNTHETIC CANNABINOID,579.055-004Y202235
M,A,20200828,99991231,UNLAWFUL SALE OR DISTRIBUTION OF OVER-THE-COUNTER METH PRECURSOR DRUGS,579060,UNLAWFUL SALE OR DISTRIBUTION OF OVER-THE-COUNTER METHAMPHETAMINE PRECURSOR DRUGS,579.060-001Y202035
F,A,20200828,99991231,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - OVER STATUTORY AMOUNT,579065,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - OVER STATUTORY AMOUNT,579.065-001Y202035
F,B,20200828,99991231,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE,579065,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE,579.065-002Y202035
F,A,20200828,99991231,TRF DRG/ATM-1 DG-2D/SB-GHB/FLM,579065,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - FLUNITRAZEPAM/GHB - 2ND OR SUBSEQUENT OFFENSE,579.065-003Y202035
F,B,20200828,99991231,TRF DRG/ATM-1 DG-1 OFF-GHB/FLM,579065,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - FLUNITRAZEPAM/GHB - 1ST OFFENSE,579.065-004Y202035
F,A,20200828,99991231,TRAFFICKING DRUGS - 2ND DEGREE - OVER STATUTORY AMOUNT,579068,TRAFFICKING DRUGS - 2ND DEGREE - OVER STATUTORY AMOUNT,579.068-001Y202035
F,B,20200828,99991231,TRAFFICKING DRUGS - 2ND DEGREE,579068,TRAFFICKING DRUGS - 2ND DEGREE,579.068-002Y202035
F,C,20200828,99991231,TRAFFICKING DRUGS - 2ND DEGREE,579068,TRAFFICKING DRUGS - 2ND DEGREE,579.068-003Y202035
F,B,20200828,99991231,TRF DRG/ATM-2 DG-2D/SB-FLTZPAM,579068,TRAFFICKING DRUGS - 2ND DEGREE - FLUNITRAZEPAM - 2ND OR SUBSEQUENT OFFENSE,579.068-004Y202035
F,C,20200828,99991231,TRF DRG/ATM-2 DG-1 OFF-FLTZPAM,579068,TRAFFICKING DRUGS - 2ND DEGREE - FLUNITRAZEPAM - 1ST OFFENSE,579.068-005Y202035
F,C,20200828,99991231,CREATING A DANGER - PRODUCTION OF CONTROLLED SUBSTANCE,579070,CREATING A DANGER - PRODUCTION OF CONTROLLED SUBSTANCE,579.070-001Y202013
F,E,20200828,99991231,FURNISH MATERIALS FOR PRODUCTION OF A CONTROLLED SUBSTANCE,579072,FURNISH MATERIALS FOR PRODUCTION OF A CONTROLLED SUBSTANCE,579.072-001Y202035
F,E,20200828,99991231,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA - AMPHETAMINE OR METHAMPHETAMINE,579074,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA - AMPHETAMINE OR METHAMPHETAMINE,579.074-001Y202035
M,A,20200828,99991231,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA - PRIOR DRUG OFFENSE,579074,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA - PRIOR DRUG OFFENSE,579.074-002Y202035
